"Date","Price","Open","High","Low","Vol.","Change %"
"07-06-2022","321.05","325.00","326.00","316.20","212.43K","-1.46%"
"06-06-2022","325.80","324.00","327.00","318.60","290.93K","0.34%"
"03-06-2022","324.70","333.80","342.00","322.65","436.74K","-2.29%"
"02-06-2022","332.30","324.60","333.90","324.60","428.26K","1.11%"
"01-06-2022","328.65","333.00","334.75","326.05","300.62K","-1.16%"
"31-05-2022","332.50","329.00","335.70","321.15","708.09K","1.20%"
"30-05-2022","328.55","333.00","334.00","327.00","408.53K","0.46%"
"27-05-2022","327.05","323.35","330.50","323.00","716.57K","1.66%"
"26-05-2022","321.70","308.00","326.00","306.30","2.38M","5.08%"
"25-05-2022","306.15","310.00","318.95","296.20","2.19M","1.04%"
"24-05-2022","303.00","302.05","307.95","297.30","926.09K","-1.38%"
"23-05-2022","307.25","310.55","310.55","302.20","367.27K","-0.16%"
"20-05-2022","307.75","294.00","309.80","293.85","729.66K","5.76%"
"19-05-2022","291.00","301.00","306.70","287.50","617.55K","-5.72%"
"18-05-2022","308.65","303.55","311.45","300.20","515.08K","1.68%"
"17-05-2022","303.55","295.90","304.50","291.00","590.07K","2.52%"
"16-05-2022","296.10","283.00","297.45","279.25","894.76K","5.67%"
"13-05-2022","280.20","284.00","284.00","270.15","1.04M","5.18%"
"12-05-2022","266.40","275.05","284.25","264.35","1.41M","-3.37%"
"11-05-2022","275.70","282.00","284.75","263.35","690.52K","-2.15%"
"10-05-2022","281.75","294.00","297.80","280.20","449.42K","-3.95%"
"09-05-2022","293.35","295.00","301.00","289.15","383.13K","-1.06%"
"06-05-2022","296.50","304.05","307.00","295.20","656.44K","-4.18%"
"05-05-2022","309.45","315.95","318.70","307.15","311.51K","-0.88%"
"04-05-2022","312.20","326.70","328.95","310.50","532.41K","-4.38%"
"02-05-2022","326.50","326.00","330.70","320.00","289.59K","-0.52%"
"29-04-2022","328.20","338.85","339.80","326.55","372.29K","-1.90%"
"28-04-2022","334.55","332.00","335.60","328.90","458.52K","1.03%"
"27-04-2022","331.15","334.30","337.80","327.50","364.85K","-1.82%"
"26-04-2022","337.30","329.95","339.30","328.00","528.96K","3.61%"
"25-04-2022","325.55","335.00","335.00","322.05","605.88K","-2.92%"
"22-04-2022","335.35","342.65","348.60","333.65","653.35K","-2.07%"
"21-04-2022","342.45","336.00","343.70","333.55","671.02K","1.45%"
"20-04-2022","337.55","339.00","343.85","333.05","624.93K","0.07%"
"19-04-2022","337.30","356.50","359.55","330.05","562.74K","-4.89%"
"18-04-2022","354.65","360.00","361.20","350.20","376.28K","-2.18%"
"13-04-2022","362.55","368.90","371.00","360.60","595.51K","-1.40%"
"12-04-2022","367.70","380.05","380.40","365.00","624.24K","-3.39%"
"11-04-2022","380.60","378.80","388.95","374.20","696.26K","0.13%"
"08-04-2022","380.10","378.00","382.40","372.65","492.53K","0.73%"
"07-04-2022","377.35","380.00","387.10","372.00","893.02K","0.07%"
"06-04-2022","377.10","366.60","388.60","366.55","2.51M","2.86%"
"05-04-2022","366.60","363.60","376.75","358.10","1.25M","1.86%"
"04-04-2022","359.90","352.00","362.80","352.00","598.52K","2.35%"
"01-04-2022","351.65","346.60","353.45","346.60","674.07K","1.46%"
"31-03-2022","346.60","356.20","358.85","344.90","636.53K","-2.78%"
"30-03-2022","356.50","358.00","359.80","350.50","750.01K","1.02%"
"29-03-2022","352.90","358.40","363.20","351.65","829.95K","-1.31%"
"28-03-2022","357.60","361.15","368.80","355.95","757.21K","-1.65%"
"25-03-2022","363.60","365.90","372.00","361.80","946.18K","0.25%"
"24-03-2022","362.70","357.10","367.80","355.90","1.17M","0.88%"
"23-03-2022","359.55","352.00","369.00","351.05","3.03M","2.73%"
"22-03-2022","350.00","355.00","356.35","343.60","1.70M","-0.60%"
"21-03-2022","352.10","340.00","357.35","336.00","2.99M","5.62%"
"17-03-2022","333.35","334.00","342.00","330.55","1.12M","1.20%"
"16-03-2022","329.40","318.00","330.90","314.40","1.07M","4.67%"
"15-03-2022","314.70","329.00","335.75","312.00","1.49M","-2.58%"
"14-03-2022","323.05","328.10","330.95","319.00","1.15M","-1.69%"
"11-03-2022","328.60","328.00","333.50","323.00","2.11M","-0.26%"
"10-03-2022","329.45","337.00","337.80","325.10","766.50K","0.20%"
"09-03-2022","328.80","329.00","335.50","326.90","994.88K","1.28%"
"08-03-2022","324.65","317.90","329.15","316.50","799.46K","2.12%"
"07-03-2022","317.90","315.00","319.25","309.50","743.65K","-0.53%"
"04-03-2022","319.60","308.45","325.00","304.20","2.31M","3.63%"
"03-03-2022","308.40","323.00","325.65","306.00","962.93K","-3.72%"
"02-03-2022","320.30","319.90","324.30","317.20","1.02M","0.13%"
"28-02-2022","319.90","326.80","327.00","312.40","1.25M","-3.28%"
"25-02-2022","330.75","318.05","333.30","318.05","1.00M","5.37%"
"24-02-2022","313.90","332.00","338.45","308.80","1.50M","-9.80%"
"23-02-2022","348.00","341.90","351.00","341.90","505.79K","1.93%"
"22-02-2022","341.40","348.00","350.25","338.00","724.79K","-3.71%"
"21-02-2022","354.55","364.20","367.35","353.00","354.05K","-2.65%"
"18-02-2022","364.20","369.60","371.00","362.00","357.18K","-1.91%"
"17-02-2022","371.30","375.00","375.95","368.00","479.33K","-0.95%"
"16-02-2022","374.85","363.00","381.95","362.85","1.17M","3.11%"
"15-02-2022","363.55","358.50","366.45","344.15","1.16M","1.41%"
"14-02-2022","358.50","382.00","383.05","353.00","745.87K","-7.29%"
"11-02-2022","386.70","385.00","400.00","382.15","1.34M","-1.05%"
"10-02-2022","390.80","387.25","401.85","381.50","2.98M","-1.06%"
"09-02-2022","395.00","396.20","399.45","390.50","385.86K","0.20%"
"08-02-2022","394.20","393.00","395.05","385.00","617.84K","1.15%"
"07-02-2022","389.70","401.00","404.45","384.60","743.97K","-3.50%"
"04-02-2022","403.85","409.00","410.10","401.05","284.39K","-1.14%"
"03-02-2022","408.50","406.85","413.75","404.80","447.98K","0.29%"
"02-02-2022","407.30","403.00","409.35","400.70","584.95K","1.99%"
"01-02-2022","399.35","397.50","402.90","394.05","475.95K","1.27%"
"31-01-2022","394.35","397.00","401.55","392.55","626.93K","0.23%"
"28-01-2022","393.45","375.00","400.90","375.00","1.59M","5.27%"
"27-01-2022","373.75","383.35","387.00","371.25","866.39K","-3.00%"
"25-01-2022","385.30","373.10","389.70","367.10","613.85K","1.90%"
"24-01-2022","378.10","400.00","402.05","374.00","1.28M","-5.68%"
"21-01-2022","400.85","419.00","420.45","399.05","1.23M","-4.76%"
"20-01-2022","420.90","424.10","429.00","413.20","772.50K","-0.25%"
"19-01-2022","421.95","426.40","430.95","411.00","1.06M","-1.06%"
"18-01-2022","426.45","452.05","466.90","420.50","3.03M","-4.07%"
"17-01-2022","444.55","455.95","457.40","440.75","700.14K","-2.46%"
"14-01-2022","455.75","456.95","461.25","452.90","363.05K","-0.16%"
"13-01-2022","456.50","454.00","466.50","450.70","804.55K","0.72%"
"12-01-2022","453.25","458.00","459.40","450.00","408.16K","-0.42%"
"11-01-2022","455.15","452.90","464.60","451.60","909.33K","0.75%"
"10-01-2022","451.75","447.00","457.50","444.40","877.45K","1.51%"
"07-01-2022","445.05","452.25","452.25","443.05","403.16K","-0.63%"
"06-01-2022","447.85","447.85","452.65","442.05","587.31K","0.00%"
"05-01-2022","447.85","450.70","458.45","445.40","929.29K","-0.33%"
"04-01-2022","449.35","458.00","461.80","448.25","560.90K","-1.51%"
"03-01-2022","456.25","448.00","463.40","447.05","998.13K","2.06%"
"31-12-2021","447.05","450.00","451.50","445.00","529.21K","-0.07%"
"30-12-2021","447.35","449.00","452.90","444.10","1.05M","-0.41%"
"29-12-2021","449.20","456.00","464.90","446.10","2.58M","-0.94%"
"28-12-2021","453.45","441.45","459.70","438.50","897.30K","3.20%"
"27-12-2021","439.40","429.50","444.30","422.25","1.23M","2.41%"
"24-12-2021","429.05","434.70","435.85","426.50","463.77K","-0.96%"
"23-12-2021","433.20","431.95","436.70","430.00","652.99K","0.32%"
"22-12-2021","431.80","424.00","435.90","421.00","1.18M","3.25%"
"21-12-2021","418.20","421.85","431.00","411.00","2.00M","1.86%"
"20-12-2021","410.55","420.90","427.50","403.30","1.99M","-2.46%"
"17-12-2021","420.90","457.00","457.30","415.65","2.06M","-7.55%"
"16-12-2021","455.25","469.00","471.20","453.00","895.71K","-2.50%"
"15-12-2021","466.90","479.00","480.10","465.00","696.39K","-2.21%"
"14-12-2021","477.45","488.80","497.10","475.15","1.67M","-2.40%"
"13-12-2021","489.20","463.50","492.50","459.00","4.24M","6.24%"
"10-12-2021","460.45","466.00","467.80","458.15","3.07M","-0.80%"
"09-12-2021","464.15","465.50","466.50","461.70","1.89M","-0.36%"
"08-12-2021","465.85","469.80","469.80","461.70","1.54M","0.50%"
"07-12-2021","463.55","478.00","479.95","460.70","1.20M","-2.00%"
"06-12-2021","473.00","491.95","493.00","469.65","872.51K","-3.30%"
"03-12-2021","489.15","492.00","497.10","487.85","743.89K","-0.43%"
"02-12-2021","491.25","494.10","502.70","484.40","774.61K","-0.07%"
"01-12-2021","491.60","492.95","498.95","477.25","710.40K","0.77%"
"30-11-2021","487.85","490.00","501.75","484.00","805.85K","-0.72%"
"29-11-2021","491.40","511.35","519.35","485.65","923.67K","-3.90%"
"26-11-2021","511.35","500.00","534.00","490.10","2.84M","1.22%"
"25-11-2021","505.20","503.40","511.25","498.60","532.88K","0.41%"
"24-11-2021","503.15","511.00","520.00","501.00","1.27M","-1.55%"
"23-11-2021","511.05","475.00","514.70","471.20","1.67M","6.77%"
"22-11-2021","478.65","490.00","497.00","476.50","951.26K","-3.83%"
"18-11-2021","497.70","502.00","508.00","491.60","791.94K","-0.70%"
"17-11-2021","501.20","515.95","517.90","499.55","473.64K","-3.36%"
"16-11-2021","518.60","514.00","523.55","510.10","835.24K","0.89%"
"15-11-2021","514.05","509.00","517.35","503.95","788.94K","1.09%"
"12-11-2021","508.50","493.50","512.50","485.55","1.54M","4.36%"
"11-11-2021","487.25","503.00","511.95","485.00","2.47M","-3.28%"
"10-11-2021","503.75","550.90","556.30","498.00","3.39M","-8.58%"
"09-11-2021","551.00","552.00","559.80","546.30","647.58K","0.36%"
"08-11-2021","549.05","545.90","551.00","531.60","517.22K","1.66%"
"04-11-2021","540.10","540.00","543.20","537.65","52.04K","0.49%"
"03-11-2021","537.45","541.00","546.75","531.50","309.62K","-0.55%"
"02-11-2021","540.40","542.30","546.60","535.05","331.60K","-0.35%"
"01-11-2021","542.30","535.80","545.75","529.35","472.45K","1.41%"
"29-10-2021","534.75","523.15","544.50","517.20","730.14K","2.33%"
"28-10-2021","522.55","544.90","547.90","518.75","703.88K","-3.97%"
"27-10-2021","544.15","540.00","553.90","537.25","676.01K","1.11%"
"26-10-2021","538.15","535.00","543.75","530.70","662.24K","1.24%"
"25-10-2021","531.55","550.00","552.75","528.05","470.16K","-2.81%"
"22-10-2021","546.90","560.00","563.00","542.40","459.32K","-1.83%"
"21-10-2021","557.10","548.00","579.95","546.45","3.33M","2.65%"
"20-10-2021","542.70","555.00","555.00","537.60","1.04M","-2.95%"
"19-10-2021","559.20","581.00","584.90","548.00","914.25K","-3.62%"
"18-10-2021","580.20","594.90","598.05","578.05","794.22K","-2.10%"
"14-10-2021","592.65","597.70","606.00","588.00","536.39K","-0.55%"
"13-10-2021","595.95","601.10","605.50","592.10","392.97K","-0.78%"
"12-10-2021","600.65","593.50","608.95","590.20","1.02M","1.42%"
"11-10-2021","592.25","589.95","595.75","582.60","741.86K","0.94%"
"08-10-2021","586.75","589.95","598.60","583.40","539.24K","0.10%"
"07-10-2021","586.15","587.00","592.00","581.75","489.75K","0.33%"
"06-10-2021","584.20","598.70","599.80","580.20","484.55K","-2.11%"
"05-10-2021","596.80","589.45","604.35","587.00","682.74K","1.25%"
"04-10-2021","589.45","586.00","602.00","584.45","825.08K","1.10%"
"01-10-2021","583.05","586.90","595.50","581.05","643.80K","-1.09%"
"30-09-2021","589.50","597.50","599.90","586.00","637.39K","-0.86%"
"29-09-2021","594.60","584.75","601.50","578.05","675.15K","1.49%"
"28-09-2021","585.85","593.00","597.65","580.15","490.98K","-1.01%"
"27-09-2021","591.80","597.40","604.10","588.80","362.07K","-0.95%"
"24-09-2021","597.50","615.00","619.25","593.80","622.47K","-2.84%"
"23-09-2021","614.95","623.00","628.75","609.95","793.76K","-1.52%"
"22-09-2021","624.45","588.50","637.00","587.15","2.44M","6.43%"
"21-09-2021","586.70","587.95","593.00","571.50","547.95K","0.23%"
"20-09-2021","585.35","607.00","607.20","581.50","567.25K","-3.95%"
"17-09-2021","609.40","621.00","621.75","598.70","523.42K","-1.47%"
"16-09-2021","618.50","623.80","624.75","607.65","635.95K","-0.58%"
"15-09-2021","622.10","602.90","642.40","601.30","2.35M","3.55%"
"14-09-2021","600.80","599.75","604.75","595.90","349.10K","0.54%"
"13-09-2021","597.55","596.00","601.05","586.00","301.45K","0.24%"
"09-09-2021","596.10","595.00","604.00","593.00","316.63K","-0.01%"
"08-09-2021","596.15","599.00","608.15","588.25","361.43K","-0.65%"
"07-09-2021","600.05","611.00","611.00","593.20","293.68K","-1.65%"
"06-09-2021","610.10","618.95","619.55","605.15","251.06K","-0.52%"
"03-09-2021","613.30","616.50","619.30","609.55","248.18K","-0.04%"
"02-09-2021","613.55","610.00","623.90","610.00","545.94K","0.76%"
"01-09-2021","608.90","615.00","618.35","602.00","383.92K","-0.73%"
"31-08-2021","613.40","609.00","622.95","608.00","592.80K","0.94%"
"30-08-2021","607.70","608.00","615.70","602.30","536.41K","0.75%"
"27-08-2021","603.20","585.65","608.70","580.05","1.33M","3.69%"
"26-08-2021","581.75","584.75","592.35","579.50","488.87K","0.03%"
"25-08-2021","581.55","588.45","597.30","578.00","757.51K","-1.00%"
"24-08-2021","587.40","583.00","595.75","562.55","774.26K","0.99%"
"23-08-2021","581.65","611.65","615.00","576.00","713.99K","-3.32%"
"20-08-2021","601.60","618.00","628.50","598.00","745.76K","-4.80%"
"18-08-2021","631.90","638.80","643.00","626.25","411.93K","-0.56%"
"17-08-2021","635.45","629.00","654.95","627.00","842.57K","0.21%"
"16-08-2021","634.10","659.50","662.00","627.85","1.13M","-4.24%"
"13-08-2021","662.15","674.55","686.95","659.00","924.54K","-1.10%"
"12-08-2021","669.50","677.35","683.00","665.25","608.31K","-1.13%"
"11-08-2021","677.15","697.80","700.00","656.70","1.08M","-2.15%"
"10-08-2021","692.00","682.00","717.85","681.20","2.16M","1.59%"
"09-08-2021","681.20","714.15","725.80","673.50","2.63M","-7.04%"
"06-08-2021","732.80","785.00","789.20","717.00","4.46M","-6.26%"
"05-08-2021","781.70","782.00","791.95","766.50","469.15K","-0.41%"
"04-08-2021","784.90","793.50","807.00","782.00","861.40K","-0.26%"
"03-08-2021","786.95","767.30","808.95","762.50","2.16M","3.20%"
"02-08-2021","762.55","776.00","776.00","758.60","372.61K","-1.03%"
"30-07-2021","770.50","773.90","789.90","759.90","530.60K","-0.45%"
"29-07-2021","774.00","743.95","779.90","731.55","553.77K","4.66%"
"28-07-2021","739.55","756.00","759.00","734.00","340.98K","-1.73%"
"27-07-2021","752.55","772.00","777.20","748.30","292.08K","-2.24%"
"26-07-2021","769.80","766.00","789.40","762.90","455.30K","0.17%"
"23-07-2021","768.50","778.00","778.00","765.50","159.89K","-1.04%"
"22-07-2021","776.55","770.00","781.00","765.10","261.98K","1.38%"
"20-07-2021","765.95","784.95","788.50","754.20","336.67K","-2.43%"
"19-07-2021","785.00","783.20","792.45","778.60","173.34K","-0.60%"
"16-07-2021","789.75","781.30","798.50","780.95","290.49K","1.08%"
"15-07-2021","781.30","786.65","789.00","776.10","182.23K","-0.99%"
"14-07-2021","789.10","792.00","793.95","785.20","166.21K","-0.69%"
"13-07-2021","794.60","799.00","809.80","787.80","1.03M","2.91%"
"12-07-2021","772.10","778.10","783.40","769.70","280.75K","-0.19%"
"09-07-2021","773.60","776.00","778.65","770.80","187.71K","-0.21%"
"08-07-2021","775.25","786.05","789.90","767.45","291.72K","-1.11%"
"07-07-2021","783.95","791.00","797.65","778.45","234.93K","-0.75%"
"06-07-2021","789.85","810.00","818.00","785.20","599.34K","-1.86%"
"05-07-2021","804.80","788.00","809.50","786.10","749.27K","2.94%"
"02-07-2021","781.80","768.00","797.75","767.80","790.11K","2.54%"
"01-07-2021","762.45","762.05","765.80","756.05","175.87K","0.41%"
"30-06-2021","759.30","765.90","770.95","756.00","198.13K","-0.63%"
"29-06-2021","764.10","776.00","782.20","762.60","229.14K","-1.18%"
"28-06-2021","773.25","762.00","787.00","759.20","554.74K","1.87%"
"25-06-2021","759.05","763.00","770.00","757.80","284.89K","-0.12%"
"24-06-2021","759.95","769.80","771.30","756.00","210.14K","-0.93%"
"23-06-2021","767.05","781.00","782.80","763.95","316.55K","-1.28%"
"22-06-2021","777.00","792.90","810.00","668.70","460.01K","-1.23%"
"21-06-2021","786.65","766.00","792.35","761.20","318.21K","1.73%"
"18-06-2021","773.30","794.00","794.50","768.00","483.26K","-2.11%"
"17-06-2021","790.00","785.00","796.65","776.65","516.43K","-0.21%"
"16-06-2021","791.70","816.40","820.50","785.00","698.01K","-2.57%"
"15-06-2021","812.55","828.80","842.00","810.00","773.49K","-0.64%"
"14-06-2021","817.80","826.00","832.00","801.55","440.61K","-1.18%"
"11-06-2021","827.60","819.95","847.80","813.35","1.92M","1.64%"
"10-06-2021","814.25","814.00","824.30","807.25","413.44K","0.68%"
"09-06-2021","808.75","826.90","838.00","795.80","977.98K","-1.31%"
"08-06-2021","819.50","783.40","843.90","773.00","3.36M","5.24%"
"07-06-2021","778.70","794.00","794.50","770.20","469.41K","-1.14%"
"04-06-2021","787.70","790.05","797.55","781.10","528.49K","0.54%"
"03-06-2021","783.45","763.40","804.00","760.95","1.50M","3.32%"
"02-06-2021","758.30","767.90","768.00","751.90","666.70K","-0.65%"
"01-06-2021","763.25","774.00","777.70","755.00","556.05K","-0.32%"
"31-05-2021","765.70","800.90","804.00","756.90","810.64K","-3.67%"
"28-05-2021","794.85","815.10","818.35","790.90","675.47K","-1.60%"
"27-05-2021","807.75","815.00","834.80","802.00","1.81M","-0.63%"
"26-05-2021","812.85","804.90","820.00","800.00","674.87K","1.78%"
"25-05-2021","798.60","805.00","811.75","795.00","391.98K","0.03%"
"24-05-2021","798.40","798.00","806.95","794.10","374.49K","0.47%"
"21-05-2021","794.70","802.00","806.00","788.10","350.04K","0.65%"
"20-05-2021","789.55","807.50","817.50","783.95","557.94K","-1.36%"
"19-05-2021","800.45","801.95","827.60","798.00","660.42K","0.48%"
"18-05-2021","796.65","814.90","834.80","792.00","1.21M","-0.01%"
"17-05-2021","796.75","814.65","816.80","792.10","304.14K","-1.44%"
"14-05-2021","808.35","812.90","829.75","805.00","486.86K","-0.15%"
"12-05-2021","809.55","840.90","843.70","807.10","604.38K","-3.37%"
"11-05-2021","837.75","836.00","849.80","835.50","303.59K","-0.08%"
"10-05-2021","838.45","841.10","850.00","833.65","425.71K","0.76%"
"07-05-2021","832.10","860.00","863.15","825.55","499.04K","-2.46%"
"06-05-2021","853.05","861.00","881.20","848.40","734.37K","0.13%"
"05-05-2021","851.95","842.80","874.00","840.00","1.03M","1.39%"
"04-05-2021","840.30","866.85","869.00","835.00","293.07K","-2.19%"
"03-05-2021","859.10","861.00","883.00","855.60","522.22K","-0.65%"
"30-04-2021","864.75","876.00","889.90","861.00","374.06K","-1.54%"
"29-04-2021","878.30","889.50","900.00","874.05","435.75K","-0.49%"
"28-04-2021","882.65","904.70","909.75","880.10","390.74K","-2.22%"
"27-04-2021","902.65","912.35","914.60","900.00","243.23K","-0.66%"
"26-04-2021","908.65","925.30","928.00","905.10","574.31K","-0.78%"
"23-04-2021","915.80","919.00","947.00","903.00","1.14M","-0.06%"
"22-04-2021","916.35","925.00","941.65","912.35","1.17M","1.65%"
"20-04-2021","901.50","914.00","927.00","894.70","816.57K","0.28%"
"19-04-2021","898.95","914.80","934.95","890.00","1.61M","-2.52%"
"16-04-2021","922.15","859.45","929.50","853.00","2.49M","7.94%"
"15-04-2021","854.30","878.00","878.00","850.65","413.05K","-2.49%"
"13-04-2021","876.10","894.00","918.00","870.10","1.77M","0.42%"
"12-04-2021","872.40","849.00","891.90","814.05","2.67M","1.11%"
"09-04-2021","862.80","846.00","896.80","837.85","873.53K","1.93%"
"08-04-2021","846.50","832.65","873.70","828.05","600.92K","2.19%"
"07-04-2021","828.35","829.00","847.00","825.10","257.79K","-0.06%"
"06-04-2021","828.85","841.05","845.00","821.55","257.67K","-0.96%"
"05-04-2021","836.85","847.00","853.70","824.05","292.98K","-1.57%"
"01-04-2021","850.20","854.00","873.70","843.00","381.58K","0.65%"
"31-03-2021","844.70","869.90","869.90","835.25","354.42K","-2.70%"
"30-03-2021","868.15","846.70","897.80","835.00","1.22M","1.85%"
"26-03-2021","852.35","753.00","892.00","751.00","2.11M","14.62%"
"25-03-2021","743.60","788.00","789.85","740.00","546.25K","-5.62%"
"24-03-2021","787.85","803.90","812.55","784.00","276.26K","-2.52%"
"23-03-2021","808.20","799.90","819.90","793.65","343.94K","0.75%"
"22-03-2021","802.15","770.00","812.95","770.00","497.16K","4.74%"
"19-03-2021","765.85","773.00","795.00","742.65","1.30M","-0.93%"
"18-03-2021","773.05","816.00","823.15","770.40","483.28K","-4.33%"
"17-03-2021","808.05","838.90","851.00","798.00","277.53K","-3.69%"
"16-03-2021","839.05","843.00","849.70","832.30","197.66K","-0.68%"
"15-03-2021","844.80","842.15","849.00","819.00","292.95K","0.82%"
"12-03-2021","837.95","857.00","859.40","832.65","299.95K","-1.30%"
"10-03-2021","849.00","855.00","864.70","843.05","175.50K","-0.29%"
"09-03-2021","851.50","873.95","878.00","846.50","166.97K","-1.65%"
"08-03-2021","865.80","875.30","889.00","860.00","301.04K","-0.19%"
"05-03-2021","867.45","870.00","881.00","855.95","362.57K","0.10%"
"04-03-2021","866.60","885.00","888.50","862.70","399.20K","-2.66%"
"03-03-2021","890.30","887.70","907.00","885.00","671.39K","1.04%"
"02-03-2021","881.10","843.05","890.90","832.10","655.52K","5.46%"
"01-03-2021","835.50","842.85","855.50","828.20","326.79K","0.22%"
"26-02-2021","833.65","852.90","863.35","825.00","352.59K","-2.17%"
"25-02-2021","852.10","843.20","866.00","841.00","481.80K","1.97%"
"24-02-2021","835.65","861.00","868.60","830.00","403.02K","-2.11%"
"23-02-2021","853.70","874.00","878.35","851.10","230.29K","-2.32%"
"22-02-2021","874.00","866.00","882.90","857.20","281.86K","0.94%"
"19-02-2021","865.85","890.00","898.80","851.75","315.77K","-3.10%"
"18-02-2021","893.55","894.95","925.00","883.05","501.23K","0.31%"
"17-02-2021","890.80","890.00","901.95","883.05","172.92K","-0.81%"
"16-02-2021","898.05","905.00","909.00","890.10","285.08K","-0.78%"
"15-02-2021","905.10","894.00","910.00","890.20","367.88K","1.90%"
"12-02-2021","888.25","868.65","902.00","866.30","861.64K","2.54%"
"11-02-2021","866.25","845.95","883.30","845.00","572.04K","2.33%"
"10-02-2021","846.50","854.00","858.00","843.00","242.09K","-0.40%"
"09-02-2021","849.90","842.65","875.40","841.00","564.15K","1.37%"
"08-02-2021","838.45","867.30","873.80","835.00","506.12K","-3.33%"
"05-02-2021","867.30","888.00","893.00","863.00","524.26K","-2.28%"
"04-02-2021","887.50","899.00","940.00","866.10","2.18M","-0.89%"
"03-02-2021","895.50","913.00","916.75","886.10","834.10K","-1.42%"
"02-02-2021","908.40","807.00","918.00","807.00","1.83M","13.61%"
"01-02-2021","799.60","818.00","821.00","777.35","458.51K","-1.79%"
"29-01-2021","814.15","825.00","832.00","807.00","307.98K","-0.45%"
"28-01-2021","817.85","806.90","830.00","803.50","265.10K","0.15%"
"27-01-2021","816.65","835.90","850.00","812.00","350.22K","-2.50%"
"25-01-2021","837.60","855.00","874.80","809.00","669.26K","-1.14%"
"22-01-2021","847.30","883.60","886.60","843.00","367.89K","-3.60%"
"21-01-2021","878.95","899.00","899.55","872.20","315.11K","-1.52%"
"20-01-2021","892.55","906.65","914.00","890.00","296.40K","-1.67%"
"19-01-2021","907.70","891.00","920.00","890.00","332.03K","2.50%"
"18-01-2021","885.55","913.70","913.80","881.00","314.26K","-2.50%"
"15-01-2021","908.25","928.00","938.95","901.00","480.37K","-1.52%"
"14-01-2021","922.25","929.40","942.00","909.00","571.02K","-0.63%"
"13-01-2021","928.10","920.70","944.65","892.00","985.48K","1.25%"
"12-01-2021","916.60","939.00","939.90","911.00","420.60K","-2.23%"
"11-01-2021","937.55","950.00","963.80","927.00","635.71K","-0.67%"
"08-01-2021","943.85","999.00","999.00","938.10","2.13M","-3.07%"
"07-01-2021","973.75","968.00","994.55","952.00","1.34M","2.62%"
"06-01-2021","948.90","969.80","983.50","925.00","977.81K","-2.36%"
"05-01-2021","971.80","937.00","980.00","890.00","1.53M","3.75%"
"04-01-2021","936.70","888.00","946.00","878.05","2.25M","6.27%"
"01-01-2021","881.40","882.80","893.15","876.25","260.75K","0.36%"
"31-12-2020","878.20","888.00","908.00","871.75","670.34K","-1.45%"
"30-12-2020","891.10","917.50","917.50","875.10","625.40K","-2.09%"
"29-12-2020","910.10","902.00","928.00","895.00","1.40M","1.02%"
"28-12-2020","900.90","861.00","918.00","858.15","2.23M","5.58%"
"24-12-2020","853.30","796.00","865.00","796.00","1.63M","7.73%"
"23-12-2020","792.10","770.00","798.00","769.00","413.15K","3.06%"
"22-12-2020","768.55","760.95","782.45","750.00","602.19K","1.60%"
"21-12-2020","756.45","774.95","801.45","715.65","758.61K","-2.84%"
"18-12-2020","778.55","773.35","794.00","763.00","601.36K","1.04%"
"17-12-2020","770.50","784.00","802.00","762.65","395.85K","-1.48%"
"16-12-2020","782.05","790.00","812.95","775.30","510.13K","-0.33%"
"15-12-2020","784.65","794.00","797.00","782.00","269.50K","-1.27%"
"14-12-2020","794.75","790.85","812.00","790.00","539.31K","1.29%"
"11-12-2020","784.60","810.00","821.55","775.10","886.12K","-3.55%"
"10-12-2020","813.45","845.40","859.35","805.00","764.48K","-4.40%"
"09-12-2020","850.85","850.00","874.35","841.00","633.96K","-0.84%"
"08-12-2020","858.10","833.00","898.70","812.25","2.25M","3.99%"
"07-12-2020","825.15","800.00","844.00","788.25","1.75M","3.24%"
"04-12-2020","799.25","770.00","807.00","761.00","797.36K","4.00%"
"03-12-2020","768.50","780.00","787.80","762.00","391.53K","-1.36%"
"02-12-2020","779.10","789.80","797.00","765.20","465.06K","-2.23%"
"01-12-2020","796.85","761.80","802.35","755.00","1.03M","4.29%"
"27-11-2020","764.10","754.00","773.90","733.20","1.48M","1.83%"
"26-11-2020","750.35","734.80","754.50","731.95","565.08K","1.88%"
"25-11-2020","736.50","727.05","744.95","725.00","939.35K","1.97%"
"24-11-2020","722.30","703.00","728.00","692.10","1.29M","3.61%"
"23-11-2020","697.15","714.90","714.90","690.00","1.06M","-1.87%"
"20-11-2020","710.40","699.00","716.85","686.15","786.63K","1.89%"
"19-11-2020","697.20","673.60","701.00","673.60","870.75K","2.48%"
"18-11-2020","680.35","675.95","684.00","658.10","814.01K","0.50%"
"17-11-2020","676.95","696.95","696.95","665.15","884.79K","-0.17%"
"13-11-2020","678.10","657.00","682.65","655.00","820.41K","1.97%"
"12-11-2020","665.00","625.00","669.60","620.60","1.02M","6.31%"
"11-11-2020","625.55","602.05","636.80","601.65","872.21K","4.69%"
"10-11-2020","597.50","640.00","642.15","594.00","889.00K","-6.49%"
"09-11-2020","638.95","668.00","668.00","635.00","811.75K","-3.36%"
"06-11-2020","661.15","667.00","673.45","654.40","460.02K","-0.40%"
"05-11-2020","663.80","651.00","665.00","646.00","374.64K","2.85%"
